Row,Name,Assembly Length,# Genes,Published
2566,Xylariaceae sp. FL0594 v1.0,"35,617,381","10,461","Franco MEE et al., 2022"
2568,Xylariaceae sp. FL0804 v2.0,"45,698,974","11,806","Franco MEE et al., 2022"
2570,Xylariaceae sp. FL1019 v1.0,"51,346,424","12,419","Franco MEE et al., 2022"
2572,Xylariaceae sp. FL1651 v1.0,"52,587,668","12,860","Franco MEE et al., 2022"
2574,Xylariales sp. PMI_506 v1.0,"51,304,718","17,035",
2576,Xylariomycetidae sp. FL2044 v1.0,"47,513,992","14,033","Franco MEE et al., 2022"
2578,Xylona heveae TC161 v1.0,"24,337,763","8,205","Gazis R et al., 2016"
2580,Yarrowia lipolytica CLIB89(W29),"20,500,066","7,919","Magnan C et al., 2016"
2582,Yarrowia lipolytica NRRL Y-64008 v1.0,"20,503,409","6,577","Jagtap SS et al., 2023"
2583,Yarrowia lipolytica PO1f v1.0,"20,213,331","6,798","Walker C et al., 2020"
2584,Yarrowia lipolytica PO1f v2.0,"20,531,458","6,814",
2586,Yarrowia lipolytica YB419 v1.0,"20,144,947","6,751","Walker C et al., 2018"
2588,Yarrowia lipolytica YB566 v1.0,"20,271,681","6,764","Walker C et al., 2018"
2590,Yarrowia lipolytica YlCW001 v1.0,"20,223,585","6,800","Walker C et al., 2020"
2592,Zancudomyces culisetae COL-18-3,"28,637,897","8,067","Wang Y et al., 2016"
2594,Zoophthora radicans ATCC 208865 v1.0,"655,199,646","14,479","Amses KR et al., 2022"
2596,Zychaea mexicana RSA 1403 v1.0,"50,638,590","14,004","Chang Y et al., 2022"
2598,Zygosaccharomyces rouxii CBS732,"9,764,635","4,991","Souciet JL et al., 2009"
2600,Zymoseptoria ardabiliae STIR04_1.1.1,"31,546,591","10,788","Stukenbrock EH et al., 2012"
2602,Zymoseptoria pseudotritici STIR04_2.2.1,"32,658,572","11,044","Stukenbrock EH et al., 2012"
2603,Zymoseptoria tritici IP0323 v2.0,"39,686,251","13,414","Lapalu Nicolas et al., 2023"
